"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_symbol","ENTREZ_GENE_ID"
"304","205857_at",-2.34334352815337,8.98528633358435,-8.31463237749546,6.61523003472655e-14,9.56826872222848e-10,21.0445893575091,"SLC18A2","6571"
"165","203476_at",-1.30832135682628,9.28870436228734,-8.08233579729815,2.45889887533444e-13,1.49803565408272e-09,19.7925856620997,"TPBG","7162"
"593","213832_at",-0.92494750477859,10.0133175781971,-8.04070272290963,3.10709828695254e-13,1.49803565408272e-09,19.5694770479486,"KCND3","3752"
"328","206836_at",-1.75787257161567,9.60738790586846,-7.63039243418238,3.04491108807539e-12,1.10103984944806e-08,17.3934648024013,"SLC6A3","6531"
"432","209797_at",-0.6366444292358,9.12950475170551,-7.56045707521354,4.47252898477282e-12,1.29381318471508e-08,17.0269890625052,"CNPY2","10330"
"279","205311_at",-1.88965130869737,9.26094012598109,-7.46529474526729,7.52975297364049e-12,1.39957068694718e-08,16.5305333413598,"DDC","1644"
"772","219911_s_at",1.1799650035733,9.4543516116207,7.49469142199684,6.41238203495119e-12,1.39957068694718e-08,16.6836169766668,"SLCO4A1","28231"
"152","203282_at",-1.34665081882185,9.73106645519018,-7.43577376906648,8.84555404139561e-12,1.42157881838607e-08,16.3770552302948,"GBE1","2632"
"441","209911_x_at",0.73048082250722,8.8346851194657,7.40340090289422,1.05510588763903e-11,1.52610515588109e-08,16.2090446431899,"HIST1H2BD","3017"
"228","204467_s_at",-0.718106792574272,10.510257243609,-7.22278396639497,2.80503502750002e-11,3.68836605797821e-08,15.2774802818969,"SNCA","6622"
"462","210454_s_at",-1.55221459692753,9.36374121837978,-7.15842718843363,3.96425521592837e-11,4.77824895359899e-08,14.9480063927101,"KCNJ6","3763"
"57","201609_x_at",-0.506744946135834,8.989925986693,-7.10231637337836,5.35374480822072e-11,5.5311832075789e-08,14.6618370995048,"ICMT","23463"
"272","205110_s_at",-1.86944853388524,9.4071317776664,-7.11470841633026,5.01044759450944e-11,5.5311832075789e-08,14.7249490767743,"FGF13","2258"
"421","209560_s_at",-1.55454608273364,7.79371089548606,-7.04056588446038,7.44293270757608e-11,7.12918002566187e-08,14.3481016078734,"DLK1","8788"
"560","213271_s_at",-0.580003238916084,8.22404312589113,-7.0296971049667,7.88626109033393e-11,7.12918002566187e-08,14.293012214263,"DOPEY1","23033"
"476","211421_s_at",-1.61876031252498,8.33256007529897,-6.94004108111158,1.26903237144975e-10,1.07972260121466e-07,13.8401112276032,"RET","5979"
"283","205391_x_at",-0.698531538694321,8.65949026883443,-6.91077274305738,1.48134376012555e-10,1.19034200813644e-07,13.6928595893028,"ANK1","286"
"644","215071_s_at",0.835006757783583,9.86882017242277,6.85935501216705,1.94251053679461e-10,1.40482362020986e-07,13.4348985909717,"HIST1H2AC","8334"
"659","216086_at",-1.85986696107617,9.81116328016665,-6.86629194625647,1.87286676019364e-10,1.40482362020986e-07,13.4696465242909,"SV2C","22987"
"47","201415_at",-0.585461762507245,9.34918277694289,-6.8387967003924,2.16427193228292e-10,1.41831909605042e-07,13.332019996733,"GSS","2937"
"299","205795_at",-0.947841891407344,9.04347865957786,-6.83263552194582,2.23547134632397e-10,1.41831909605042e-07,13.3012173770401,"NRXN3","9369"
"247","204723_at",-0.981135238242747,8.90922653514672,-6.75316966959553,3.38954789075407e-10,1.96105682767467e-07,12.9051569901278,"SCN3B","55800"
"248","204730_at",-0.892364079560803,10.06638568036,-6.71115501158038,4.21999456754266e-10,2.34761543942066e-07,12.6966866987902,"RIMS3","9783"
"754","219572_at",-1.28869100025237,9.58172005802981,-6.63170619838953,6.37518346418132e-10,3.2932376294971e-07,12.3042721976005,"CADPS2","93664"
"238","204604_at",-0.716446379769939,10.1038346176284,-6.55109483842695,9.6655697739497e-10,4.40184870120638e-07,11.9085687539653,"CDK14","5218"
"288","205551_at",-1.1383723152771,9.93344238571019,-6.54963220434569,9.73860332125306e-10,4.40184870120638e-07,11.9014121920263,"SV2B","9899"
"380","208969_at",-0.480042228262688,9.83197508544708,-6.55690950038624,9.38052623227948e-10,4.40184870120638e-07,11.9370277040439,"NDUFA9","4704"
"221","204365_s_at",-1.09346697188229,10.3951235530443,-6.53767538707492,1.03563910036691e-09,4.5392375599112e-07,11.8429396335302,"REEP1","65055"
"616","214230_at",-1.37998804389949,9.37333918410249,-6.52144609250582,1.12570899806537e-09,4.78889851412279e-07,11.7636627547785,"CDC42","998"
"623","214442_s_at",-0.464907016908192,8.38964717455969,-6.50450142496328,1.22798293261369e-09,4.93376253814565e-07,11.6810017884033,"PIAS2","9063"
"744","219338_s_at",-0.805208070623385,8.82915186183422,-6.50465626208316,1.22700816556626e-09,4.93376253814565e-07,11.6817566164006,"LRRC49","54839"
"116","202887_s_at",0.851586347589876,10.5615641626952,6.47705675028494,1.41337173173727e-09,5.24699343765184e-07,11.5473593549805,"DDIT4","54541"
"604","213938_at",-1.17267739969958,8.72810904650717,-6.47712393258196,1.41288586235143e-09,5.24699343765184e-07,11.5476861358369,"ERC2","26059"
"771","219895_at",-1.50774493626073,9.20510098695014,-6.47686314258533,1.4147728433934e-09,5.24699343765184e-07,11.5464176394069,"TMEM255A","55026"
"284","205399_at",-0.908153068152872,10.6191314798617,-6.47119282624083,1.45642033166226e-09,5.26641591929074e-07,11.5188436102275,"DCLK1","9201"
"731","218953_s_at",-0.633270119482782,8.96728165175455,-6.43943480974291,1.71298380315189e-09,6.0430726167778e-07,11.3646457559309,"PCYOX1L","78991"
"436","209841_s_at",-0.747629944536488,9.50743954042658,-6.43008273762009,1.79667993295512e-09,6.18742346434831e-07,11.3193148235267,"LRRN3","54674"
"557","213195_at",-0.436237700783729,7.95314314315655,-6.42301935766022,1.86255004057156e-09,6.26509855507604e-07,11.2851008966959,"LYRM9","201229"
"525","212719_at",0.597671301449147,9.60570335139682,6.40390302299784,2.05297984226203e-09,6.74870464510864e-07,11.1926054873199,"PHLPP1","23239"
"734","219013_at",-0.557675174117332,9.48124818059713,-6.39734366587688,2.12263941732572e-09,6.82263478493317e-07,11.1609018402816,"GALNT11","63917"
"41","201286_at",-0.972338587407549,7.34885518859872,-6.38065623270307,2.3105182913676e-09,7.04508968724209e-07,11.0803246744588,"SDC1","6382"
"749","219522_at",-0.476445269881831,8.17125499116125,-6.37833031930028,2.3379722413414e-09,7.04508968724209e-07,11.0691027632287,"FJX1","24147"
"720","218623_at",-0.793978644035329,10.049280081651,-6.37194669660527,2.41498189199695e-09,7.12863226241712e-07,11.0383148622749,"HMP19","51617"
"803","221844_x_at",-0.704654205677491,10.8086409160701,-6.36057321405914,2.55842122060176e-09,7.40100090695676e-07,10.9835025054439,"SPCS3","60559"
"314","206017_at",-0.613223854380045,7.64370439362688,-6.3518695636711,2.67382181700007e-09,7.58316838452726e-07,10.9415928070653,"KIAA0319","9856"
"716","218568_at",-0.692827086881979,8.11381203601295,-6.3437524963615,2.78605300870462e-09,7.74951359959686e-07,10.9025357436492,"AGK","55750"
"796","221725_at",0.400239164392016,9.64561484804819,6.33538991059518,2.90652514343317e-09,7.93207163672025e-07,10.8623257719374,"WASF2","10163"
"446","209990_s_at",-1.21048203863905,10.1012380681596,-6.30757818621844,3.34523310975683e-09,8.7973548544587e-07,10.7288067654323,"GABBR2","9568"
"605","213967_at",-1.14171889381547,10.0284997803168,-6.30168355516451,3.44626269133592e-09,8.90120420847906e-07,10.7005490774829,"RALYL","138046"
"549","213050_at",0.433393536879059,11.2495855983348,6.26630877786478,4.11872994318574e-09,1.0097171169193e-06,10.5312752730949,"COBL","23242"
"217","204337_at",-1.48523090294725,10.3922862148624,-6.24738382422846,4.52986712918558e-09,1.0902989864977e-06,10.4409329033704,"RGS4","5999"
"636","214930_at",-0.677028478063855,8.3231079030668,-6.24033209014761,4.69316650547595e-09,1.09487032798716e-06,10.4073087269994,"SLITRK5","26050"
"473","211373_s_at",-0.531058388814786,8.07928080933426,-6.23712306168818,4.76938227566653e-09,1.09498960690858e-06,10.3920143868773,"PSEN2","5664"
"735","219073_s_at",-1.05243533719524,7.5054332030737,-6.19812087648159,5.79883854498181e-09,1.27082425325177e-06,10.2064798942359,"OSBPL10","114884"
"819","34726_at",-0.646681946941032,8.09412307597765,-6.19268163886565,5.95875910140897e-09,1.28638047228029e-06,10.1806570870141,"CACNB3","784"
"167","203498_at",-0.775795883257416,11.9029596456654,-6.18617044466107,6.15590413992151e-09,1.30529372858643e-06,10.1497619117487,"RCAN2","10231"
"545","212992_at",-0.877147775651986,8.18671524086242,-6.17751931398234,6.42778767433744e-09,1.30945804114953e-06,10.1087411737758,"AHNAK2","113146"
"127","203039_s_at",-0.590058127059269,8.96475623276298,-6.16951273933198,6.6899104690687e-09,1.31301236018465e-06,10.0708055281367,"NDUFS1","4719"
"285","205413_at",-0.94551815988339,7.73640244842695,-6.17213500542081,6.60292522083181e-09,1.31301236018465e-06,10.0832269315522,"MPPED2","744"
"627","214728_x_at",-0.417427357283763,9.62865746293959,-6.16868596656573,6.71756876753761e-09,1.31301236018465e-06,10.066889808581,"SMARCA4","6597"
"21","200955_at",-0.515355341696219,10.0362923381399,-6.15918185163377,7.04369642975209e-09,1.34052664684124e-06,10.0218981873069,"IMMT","10989"
"239","204622_x_at",-1.05327414598748,7.91465121949354,-6.15489788255427,7.19573798101778e-09,1.35167732672001e-06,10.0016310891398,"NR4A2","4929"
"178","203680_at",-1.02954364093389,9.37798525370044,-6.13341492616783,8.00817371715114e-09,1.46620537525157e-06,9.90011758900087,"PRKAR2B","5577"
"257","204811_s_at",-0.608616571402442,9.25438828715128,-6.13350326519895,8.0046551228938e-09,1.46620537525157e-06,9.90053460519344,"CACNA2D2","9254"
"292","205632_s_at",-1.25901737685169,8.81214324564591,-6.11135230706254,8.93623328800412e-09,1.61567097847114e-06,9.79607515114325,"PIP5K1B","8395"
"320","206197_at",-0.598458820807993,8.33066340249639,-6.10846778354045,9.06512448647822e-09,1.61874025398051e-06,9.78248818102372,"NME5","8382"
"652","215645_at",0.567016591232305,7.96749084640604,6.09779790280477,9.55795946454182e-09,1.68593080116016e-06,9.73226171189478,"FLCN","201163"
"661","216215_s_at",-0.510035933257253,9.92438182844001,-6.08722356767099,1.00723155133092e-08,1.75525266969282e-06,9.68253460972432,"RBFOX2","23543"
"351","208002_s_at",-0.966891057140648,10.0534536663449,-6.07551903971415,1.06733709927455e-08,1.83785283379845e-06,9.62755038580036,"ACOT7","11332"
"366","208693_s_at",-0.458339183400712,10.680700479605,-6.07279126125612,1.08184320313507e-08,1.84091530472302e-06,9.6147448705447,"GARS","2617"
"518","212627_s_at",-0.411915806366512,9.25985765734396,-6.06750498548165,1.11050843552505e-08,1.85201904801069e-06,9.58993794691536,"EXOSC7","23016"
"739","219255_x_at",0.495724920962575,9.20741958935233,6.06687441192156,1.11397716521661e-08,1.85201904801069e-06,9.58697968247088,"IL17RB","55540"
"386","209015_s_at",0.741292839031376,8.13493009776838,6.06392611262882,1.13033717466242e-08,1.85688307805964e-06,9.57315041984317,"DNAJB6","10049"
"792","221509_at",-0.968214552765719,10.261000096875,-6.0607566690596,1.14818745421513e-08,1.85688307805964e-06,9.55828818038796,"DENR","8562"
"357","208291_s_at",-1.90270091929049,8.32645714013107,-6.05426834904166,1.18559723331254e-08,1.8761168410004e-06,9.52787695424719,"TH","7054"
"632","214811_at",-0.897223716531954,8.31009692834925,-6.05295287068879,1.19332653050357e-08,1.8761168410004e-06,9.52171350394039,"RIMBP2","23504"
"500","212224_at",-1.47081654562142,10.1220009685244,-6.04464011999565,1.24332617042327e-08,1.93370642247336e-06,9.48278341852495,"ALDH1A1","216"
"666","216938_x_at",-0.665472097564732,9.06554498305812,-6.0150607405997,1.43848869020075e-08,2.19013688579617e-06,9.34450941017199,"DRD2","1813"
"49","201433_s_at",-0.603720282054269,10.6408778550368,-5.98636340144575,1.6564451949181e-08,2.43655434994239e-06,9.21073606540797,"PTDSS1","9791"
"721","218671_s_at",-0.659082958700747,10.1455056952342,-5.98498176884879,1.66771903100315e-08,2.43655434994239e-06,9.20430497881341,"ATPIF1","93974"
"258","204814_at",-0.695823179557528,8.14105250666311,-5.98114095497515,1.69945635306498e-08,2.45809366907319e-06,9.18643170238053,"CADPS","8618"
"115","202854_at",-1.03757198054776,9.83344738160937,-5.97022109368584,1.79296218867979e-08,2.56766387099648e-06,9.13565271200862,"HPRT1","3251"
"499","212213_x_at",-0.678993745503613,9.88235026069321,-5.95666521489766,1.916085075598e-08,2.71708377778916e-06,9.07269162486172,"OPA1","4976"
"515","212548_s_at",0.433799875952582,10.9474092909245,5.94525416102,2.02612710875907e-08,2.83251496454746e-06,9.01975757660765,"FRYL","285527"
"713","218547_at",-0.45049854612101,9.12353498302873,-5.94419465959461,2.03665345902195e-08,2.83251496454746e-06,9.01484575333672,"DHDDS","79947"
"77","202041_s_at",-0.470563636107366,9.80041150872634,-5.92885430297915,2.19521051152089e-08,2.99542687156964e-06,8.94378613300305,"FIBP","9158"
"579","213558_at",-0.78251837057396,9.17210555547373,-5.92888787790631,2.19485059914992e-08,2.99542687156964e-06,8.94394154036895,"PCLO","27445"
"711","218503_at",-0.586455723488559,8.1585853827869,-5.92196190253588,2.27033372874684e-08,3.06898196753218e-06,8.91189448774078,"FOCAD","54914"
"229","204471_at",-1.23760808400399,10.7539180820987,-5.91027258444814,2.40354484744743e-08,3.2121231376097e-06,8.85785739152706,"GAP43","2596"
"413","209398_at",0.736344863388443,8.00361340601125,5.90881867605171,2.42064036227501e-08,3.2121231376097e-06,8.85114072662073,"HIST1H1C","3006"
"587","213666_at",-0.759657649532327,9.55934597369456,-5.90157476721318,2.50760956973929e-08,3.29727861970083e-06,8.81769044433939,"SEPT6","23157"
"6","200697_at",-0.403234062588846,10.9547361053769,-5.88903540287628,2.66545329740791e-08,3.44600231134657e-06,8.7598449581505,"HK1","3098"
"759","219660_s_at",-0.638251068660318,7.7645920085131,-5.88881102702296,2.66836462161792e-08,3.44600231134657e-06,8.75881055437768,"ATP8A2","51761"
"685","218018_at",-0.514064662299449,9.53649350482228,-5.8732255397984,2.87840506355063e-08,3.6843584813448e-06,8.68701683080771,"PDXK","8566"
"163","203413_at",-0.879539195428837,9.75866746697593,-5.86745677591291,2.96018957481128e-08,3.72314626174525e-06,8.66047214013723,"NELL2","4753"
"60","201658_at",-0.554291076503699,9.7798542060118,-5.86219103056414,3.03682879001995e-08,3.74202075543772e-06,8.6362556875161,"ARL1","400"
"126","203029_s_at",-0.600452064148969,10.1817903787841,-5.86110941348565,3.05281007426473e-08,3.74202075543772e-06,8.63128308766902,"PTPRN2","5799"
"756","219603_s_at",-0.978360630422513,8.40941150030946,-5.86250409887259,3.03221841635361e-08,3.74202075543772e-06,8.63769508259825,"ZNF226","7769"
"378","208934_s_at",-0.629824990108956,7.70563604477657,-5.84963996092795,3.22742981462317e-08,3.9228188940092e-06,8.57858754241431,"LGALS8","3964"
"385","209014_at",-0.504431319631658,11.8223374130488,-5.84663097501433,3.27483892813552e-08,3.94727252137935e-06,8.56477323389027,"MAGED1","9500"
"429","209755_at",-1.02657131264968,9.21656306817891,-5.83531692032504,3.45928775159079e-08,4.09376791936271e-06,8.51286842691719,"NMNAT2","23057"
"784","221011_s_at",-0.730990539160702,8.57673281329816,-5.83426925887007,3.47687367777199e-08,4.09376791936271e-06,8.50806519217845,"LBH","81606"
"575","213486_at",-0.796260433152719,10.1361912014389,-5.82822267536788,3.58009619926838e-08,4.17600898598531e-06,8.480353444453,"COPG2IT1","53844"
"137","203117_s_at",0.495579882696401,8.72763926115032,5.80712435731657,3.96433764639466e-08,4.58721437739619e-06,8.38379474938677,"PAN2","9924"
"110","202767_at",-0.442968214925052,9.1752476941276,-5.79412353661557,4.22093125325452e-08,4.80720863362782e-06,8.32440057555989,"ACP2","53"
"211","204215_at",0.476857347350967,8.37320341717118,5.78281373064168,4.45733164036939e-08,5.03678475361741e-06,8.27279745138036,"TMEM243","79161"
"800","221792_at",-0.531573805554503,11.239668291501,-5.77362462515284,4.65891222825175e-08,5.22376019142894e-06,8.23091553204817,"RAB6B","51560"
"812","222033_s_at",0.504816781574707,9.2206806669605,5.76904079233067,4.76277877515587e-08,5.25868948121027e-06,8.21003858165566,"FLT1","2321"
"223","204424_s_at",-0.667303300387895,11.4430500435232,-5.76727732844906,4.80333890293306e-08,5.26329499181998e-06,8.20200961966647,"LMO3","55885"
"324","206502_s_at",-0.864227003696419,7.21748408364155,-5.76013037349016,4.97121296004521e-08,5.40628753790179e-06,8.16948521375065,"INSM1","3642"
"797","221727_at",-0.874716075926656,9.45059303158541,-5.75403016670461,5.11903490475452e-08,5.48457191573106e-06,8.14174381930253,"SUB1","10923"
"200","204035_at",-1.27007277497447,10.3443836128632,-5.7514081285553,5.18388781242057e-08,5.51321715579788e-06,8.12982531379311,"SCG2","7857"
"747","219414_at",-0.61415790696793,7.22495156960509,-5.74732654529538,5.28644507597694e-08,5.58125121014091e-06,8.11127903447474,"CLSTN2","64084"
"673","217865_at",0.456682389208721,10.9907073425294,5.74253483233137,5.40938293075091e-08,5.62912507858786e-06,8.08951627635138,"RNF130","55819"
"737","219093_at",-0.743852838132081,8.93887702608862,-5.74252544267556,5.40962656197257e-08,5.62912507858786e-06,8.08947364179249,"PID1","55022"
"497","212157_at",-0.540265064517733,8.47875512428546,-5.73514553379718,5.60447211085488e-08,5.74915493697907e-06,8.05597771698725,"SDC2","6383"
"208","204141_at",-0.541490517833198,12.7907388589376,-5.72262857196345,5.95077189567976e-08,5.97721977077167e-06,7.99922612896762,"TUBB2A","7280"
"241","204667_at",-0.559918186710173,7.10126257416162,-5.72401034664048,5.91153749135806e-08,5.97721977077167e-06,8.00548732381056,"FOXA1","3169"
"348","207859_s_at",-0.792457536581722,7.50845710738905,-5.71510872540164,6.1688026480727e-08,6.06976608855263e-06,7.96516795293371,"CHRNB3","1142"
"534","212850_s_at",0.503031981964883,10.2884590631475,5.71690503438078,6.1160200547418e-08,6.06976608855263e-06,7.97330112285666,"LRP4","4038"
"648","215233_at",0.54656245863982,8.18818984271935,5.71351664656232,6.21595675889971e-08,6.07483774058956e-06,7.95796079227783,"JMJD6","23210"
"180","203714_s_at",-0.460980134791938,8.82121061215075,-5.70938239225779,6.34005891722e-08,6.15453773011209e-06,7.93925126111956,"TBCE","6905"
"603","213927_at",-0.895826965350512,8.6409797200911,-5.70481826413964,6.47988264749686e-08,6.24833484089297e-06,7.91860602410127,"MAP3K9","4293"
"581","213601_at",-0.699008680283545,9.71481686559203,-5.69638579036564,6.74619847884106e-08,6.33644407761269e-06,7.88048960221705,"SLIT1","6585"
"817","222315_at",0.500810390976364,7.06486073920004,5.69700131622525,6.72640165977708e-08,6.33644407761269e-06,7.88327072230505,"LOC100996756","100996756"
"806","221909_at",-0.45197302820379,7.74351346750249,-5.69369523537444,6.8334048816288e-08,6.37666891663736e-06,7.86833509015676,"RNFT2","84900"
"295","205691_at",-1.08593592965942,10.8681003575875,-5.68252446957329,7.20742363611719e-08,6.619013473003e-06,7.81790938891302,"SYNGR3","9143"
"566","213333_at",-0.514638296095531,9.0129375991853,-5.68185704933948,7.23039358914874e-08,6.619013473003e-06,7.81489854069676,"MDH2","4191"
"154","203313_s_at",0.400173161603882,6.88759226769195,5.65744315666056,8.12168634177478e-08,7.38818058159939e-06,7.7049139138829,"TGIF1","7050"
"160","203389_at",-0.637569473666378,10.8662207614471,-5.62442938552142,9.49976930483128e-08,8.47895062361846e-06,7.55665553713455,"KIF3C","3797"
"379","208968_s_at",-0.449125699743998,9.55671148786274,-5.62320097040408,9.55523334934879e-08,8.47895062361846e-06,7.55114941441089,"CIAPIN1","57019"
"657","216047_x_at",-0.449086847458963,8.71012624544683,-5.61977206227135,9.71173302097338e-08,8.56527478142433e-06,7.53578400509905,"SEZ6L","23544"
"530","212778_at",0.508574369727596,9.62207241452056,5.60848158065451,1.02449695174519e-07,8.92670115062794e-06,7.48523126459487,"PACS2","23241"
"607","214005_at",-0.606857799195198,7.26714176073849,-5.60708551092076,1.03128614704994e-07,8.93204959935947e-06,7.47898483515945,"GGCX","2677"
"398","209163_at",-0.643959858211859,8.60729562918383,-5.59857778904847,1.07362109121e-07,9.2433663471794e-06,7.44093985256455,"CYB561","1534"
"13","200810_s_at",-0.844477246686006,11.4093352372428,-5.58884868610365,1.12411863352678e-07,9.56426583254787e-06,7.39747754548341,"CIRBP","1153"
"268","205030_at",-0.863977750514737,10.1199111950807,-5.57653441434686,1.19137383083258e-07,1.00186227262572e-05,7.34253485138889,"FABP7","2173"
"635","214874_at",-0.830670398635084,8.78209905308775,-5.57168205234933,1.2189422761296e-07,1.01326328057118e-05,7.32090599924622,"PKP4","8502"
"448","210015_s_at",-0.421435452739797,8.01948234548754,-5.54760933170722,1.36519973141892e-07,1.11560728334708e-05,7.21378048562323,"MAP2","4133"
"725","218723_s_at",0.549290324523978,11.7607976764895,5.53959975155863,1.41756422464406e-07,1.13279828426805e-05,7.17820232663653,"RGCC","28984"
"431","209793_at",-0.727447754071655,8.34562832559863,-5.53152825346335,1.47231779534213e-07,1.16369423999064e-05,7.14238212332801,"GRIA1","2890"
"613","214156_at",-0.82080025185755,8.36654031365432,-5.53001005941797,1.48284504227605e-07,1.16564514627613e-05,7.13564829182804,"MYRIP","25924"
